1,.046875,.0159497
2,.022,.0152971
3,.0362903,.022486
4,.0060484,.0138672
5,.026,.0223289
6,-.0733333,.0376755
7,-.0100806,.0112342
8,.0383065,.0156918
9,.0026882,.015909
10,-.0094444,.0245885
11,.015,.0111351
12,.03,.015709
13,.0194892,.0157702
14,0,.0056796
15,.0120968,.0136861
16,.0507246,.0143249
17,0,.0110876
18,.022,.0163174
19,.0027322,.0139196
20,-.0163934,.011905
21,.0042373,.0147358
22,.0115176,.0134111
23,.052,.0186859
24,.0033069,.0176783
25,.0221774,.0128067
26,.0373333,.0156535
27,.006,.0128465
28,.0141129,.0171429
29,.0738482,.0219847
30,-.0081301,.0049445
31,-.004,.0049056
32,-.0038462,.0116183
33,.0180723,.0217609
34,.016129,.0133488
35,0,.0499093
36,.056,.0214145
37,.0061983,.0080154
38,.034,.0158989
39,.0277778,.0139846
40,-.01,.01
41,.054,.0215496
42,.0423387,.020983
43,-.0200893,.0152529
44,.0604839,.0219137
45,-.0169753,.0134161
46,.03,.0162143
47,.018,.0110629
48,-.000672,.0117067
49,.04,.0159131
50,.0097403,.01173
51,0,.0149327
52,.0166667,.0158397
53,.002,.0154231
54,.0427171,.0170488
55,.0613333,.0240434
56,-.004902,.0231006
57,.056,.0221549
58,.004065,.0076272
59,-.0315315,.0199973
60,-.0054645,.0131837
61,.014,.0191143
62,.0053191,.0053191
63,.04,.0182721
64,.0095238,.0095238
65,.015,.0099367
66,-.012931,.0121849
67,.0786667,.0248527
68,.0952381,.0196915
69,.005102,.005102
70,-.0147849,.0143156
71,.0266667,.0144988
72,.07,.0391491
73,.0063291,.0063291
74,.03,.0193857
75,.0233333,.0186122
76,.015,.0084817
77,.0510753,.020438
78,.0208333,.0163023
79,.0443122,.0261708
80,.0127688,.0118822
81,.0307692,.0215865
82,.0073925,.006543
83,.0020161,.0119746
84,.0163043,.0143334
85,.04,.021237
86,.0030303,.0276904
87,.0082508,.0110321
88,-.0008333,.0123373
89,0,.0243255
90,.0069444,.0121421
91,-.005,.019456
92,.0204082,.0183738
93,.035,.0142223
94,.0075,.0135097
95,.0030864,.0172881
96,-.0148402,.0100657
97,.01,.011069
98,.0168919,.0146941
99,.0544444,.0240169
100,-.0233333,.0165582
101,-.0227273,.0199539
102,.0166667,.0208671
103,.0266667,.0181171
104,.0733333,.0250105
105,.0445736,.0292629
106,.0233333,.0172249
107,.0155556,.0219024
108,.0217391,.0152584
